ExecInstrId,DispatchTimeTick
2473901164514,5895
2473901164515,5895
2473901164516,5899
2473901164517,5902
2473901164563,5908
2473901164564,5908
2473901164565,5912
2473901164566,5915
2473901164593,5921
2473901164594,5921
2473901164595,5922
2473901164596,5922
2473901164597,5923
2473901164598,5923
2473901164599,5926
2473901164600,5926
2473901164601,5927
2473901164602,5931
2473901164603,5931
2473901164604,5935
2473901164605,5939
2473901164606,5940
2473901164607,5941
2473901164608,5942
2473901164609,5943
2473901164610,5943
2473901164611,5946
2473901164612,5947
2473901164613,5948
2473901164614,5948
2473901164615,5949
2473901164616,5949
2473901164617,5950
2473901164618,5950
2473901164619,5953
2473901164620,5953
2473901164621,5954
2473901164622,5958
2473901164623,5958
2473901164624,5959
2473901164625,5962
2473901164626,5965
2473901164627,5966
2473901164628,5967
2473901164629,5968
2473901164630,5969
2473901164631,5970
2473901164632,5973
2473901164633,5973
2473901164634,5974
2473901164635,5974
2473901164636,5975
2473901164637,5976
2473901164638,5979
2473901164639,5981
61022895342409,5981
61022895342410,5981
2473901164640,5982
61297773249208,5982
61297773249209,5982
2473901164641,5983
2473901164642,5984
2473901164643,5985
61022895342411,5985
61022895342412,5985
2473901164644,5986
61022895342413,5986
61022895342414,5986
61297773249210,5986
61297773249211,5986
2473901164645,5987
61022895342415,5987
61022895342416,5987
61297773249212,5987
61297773249213,5987
61022895342417,5988
61297773249214,5988
61297773249215,5988
2473901164646,5989
61297773249216,5989
2473901164647,5990
2473901164648,5991
2473901164649,5991
2473901164650,5992
61022895343778,5994
2473901164651,5995
61022895343779,5995
61297773250727,5995
61022895343780,5996
61022895343781,5996
61297773250732,5996
61297773250733,5997
61297773250734,5997
2473901164652,5998
61022895343782,6000
61022895343784,6001
61022895343785,6001
61297773250735,6001
61022895343786,6002
61297773250741,6002
61297773250742,6002
61022895343787,6003
61297773250743,6003
2473901164787,6004
2473901164788,6004
61022895343793,6004
61297773250744,6004
61297773250753,6005
61022895343795,6006
61022895343796,6007
61022895343805,6007
61297773250755,6007
2473901164789,6008
61022895343806,6008
61022895343807,6008
61297773250756,6008
61297773250765,6008
61022895343808,6009
61297773250766,6009
61297773250767,6009
61022895343817,6010
61022895343818,6010
61297773250768,6010
61297773250775,6011
61297773250776,6011
2473901164798,6012
2473901164799,6013
2473901164800,6014
61022895343819,6014
2473901164826,6015
61297773250777,6015
2473901164827,6016
2473901164828,6016
61022895343820,6017
61022895343827,6018
61022895343828,6018
61297773250778,6018
61022895343829,6019
61022895343830,6019
61297773250783,6019
61297773250784,6019
2473901164833,6020
2473901164834,6020
61022895343835,6020
61022895343836,6020
61297773250785,6020
61297773250786,6020
2473901164835,6021
2473901164836,6021
61022895343837,6021
61297773250791,6021
61297773250792,6021
2473901164837,6022
61022895343838,6022
61022895343843,6022
61297773250793,6022
2473901164838,6023
2473901164839,6023
61022895343844,6023
61022895343845,6023
61297773250794,6023
61297773250799,6023
61022895343846,6024
61022895343851,6024
61297773250800,6024
61297773250801,6024
61297773250802,6025
61297773250810,6025
2473901164840,6026
61022895343852,6026
61022895343853,6027
61297773250811,6027
2473901164841,6028
61022895343854,6028
61297773250812,6028
2473901164842,6029
61297773250813,6029
2473901164843,6030
2473901164844,6031
61022895343864,6031
2473901164845,6032
61022895343865,6032
61297773250824,6032
61022895343874,6033
61297773250825,6033
61297773250830,6034
61022895343876,6035
2473901164846,6036
61022895343877,6036
61022895343882,6036
61297773250832,6036
2473901164847,6037
61022895343883,6037
61297773250833,6037
61297773250838,6037
2473901164849,6038
61022895343885,6038
61022895343890,6038
61297773250839,6038
2473901164850,6039
61297773250841,6039
61297773250845,6039
2473901164851,6040
61022895343893,6040
61022895343924,6040
61022895343926,6041
61022895343927,6041
61297773250848,6041
61297773250880,6041
2473901164856,6042
61022895343932,6042
61297773250882,6042
61297773250883,6042
2473901164857,6043
2473901164858,6043
61297773250892,6043
2473901164859,6044
2473901164868,6044
2473901164869,6045
2473901164870,6045
2473901164871,6049
2473901164880,6052
2473901164998,6058
2473901164999,6058
2473901165000,6062
2473901165001,6065
2473901165029,6071
2473901165030,6071
2473901165031,6072
2473901165032,6072
2473901165033,6073
2473901165034,6073
2473901165035,6076
2473901165036,6076
2473901165037,6077
2473901165038,6081
2473901165039,6081
2473901165040,6085
2473901165041,6089
2473901165042,6090
2473901165043,6091
2473901165044,6092
2473901165045,6093
2473901165046,6093
2473901165047,6096
2473901165048,6097
2473901165049,6098
2473901165050,6098
2473901165051,6099
2473901165052,6099
2473901165053,6100
2473901165054,6100
2473901165055,6103
2473901165056,6103
2473901165057,6104
2473901165058,6108
2473901165059,6108
2473901165060,6109
2473901165061,6112
2473901165062,6115
2473901165063,6116
2473901165064,6117
2473901165065,6118
2473901165066,6118
2473901165067,6122
2473901165068,6126
2473901165069,6126
2473901165070,6127
2473901165071,6127
2473901165072,6128
2473901165073,6129
2473901165074,6130
2473901165075,6131
2473901165076,6132
2473901165077,6135
2473901165078,6138
2473901165125,6144
2473901165126,6144
2473901165127,6148
2473901165128,6152
2473901165129,6153
2473901165130,6154
2473901165131,6155
2473901165132,6156
2473901165133,6157
2473901165134,6159
2473901165135,6159
2473901165136,6160
2473901165137,6160
2473901165138,6161
2473901165139,6161
2473901165140,6162
2473901165141,6163
2473901165142,6164
2473901165143,6165
2473901165144,6167
2473901165145,6168
2473901165146,6168
2473901165147,6169
2473901165148,6169
2473901165149,6170
2473901165150,6170
