Tick,Util,CoreId,CoreTypeId
8143,1.0,0,3
8143,1.0,0,3
8144,1.0,0,3
8144,1.0,0,3
8144,0.6666666666666666,0,3
8145,0.6666666666666666,0,3
8145,0.6666666666666666,0,3
8146,0.6666666666666666,0,3
8438,0.6666666666666666,0,3
8438,0.6666666666666666,0,3
8439,0.6666666666666666,0,3
8439,0.6666666666666666,0,3
8440,0.6666666666666666,0,3
8466,0.6666666666666666,0,3
8466,0.6666666666666666,0,3
8467,0.3333333333333333,0,3
8552,0.3333333333333333,0,3
8552,0.6666666666666666,0,3
8552,0.6666666666666666,0,3
8553,0.6666666666666666,0,3
8553,0.6666666666666666,0,3
8553,0.6666666666666666,0,3
8553,0.6666666666666666,0,3
8554,0.6666666666666666,0,3
8554,0.6666666666666666,0,3
8554,0.6666666666666666,0,3
8554,0.6666666666666666,0,3
8554,0.6666666666666666,0,3
8555,0.6666666666666666,0,3
8555,0.3333333333333333,0,3
8555,0.3333333333333333,0,3
8556,0.3333333333333333,0,3
8557,0.3333333333333333,0,3
8558,0.3333333333333333,0,3
8559,0.3333333333333333,0,3
8617,0.3333333333333333,0,3
8740,0.3333333333333333,0,3
8741,0.3333333333333333,0,3
8742,0.3333333333333333,0,3
8744,0.3333333333333333,0,3
8777,0.3333333333333333,0,3
8778,0.3333333333333333,0,3
8779,0.6666666666666666,0,3
8779,0.6666666666666666,0,3
8779,0.6666666666666666,0,3
8780,1.0,0,3
8780,1.0,0,3
8780,1.0,0,3
8780,1.0,0,3
8780,1.0,0,3
8781,1.0,0,3
8781,1.0,0,3
8781,1.0,0,3
8781,1.0,0,3
8781,1.0,0,3
8782,1.0,0,3
8782,1.0,0,3
8807,1.0,0,3
8936,1.0,0,3
8937,1.0,0,3
8938,1.0,0,3
8973,0.6666666666666666,0,3
8974,1.0,0,3
8975,1.0,0,3
8975,1.0,0,3
8975,1.0,0,3
8976,1.0,0,3
8976,1.0,0,3
8976,0.6666666666666666,0,3
8977,0.6666666666666666,0,3
8977,0.6666666666666666,0,3
8978,0.6666666666666666,0,3
9246,0.6666666666666666,0,3
9246,0.6666666666666666,0,3
9247,0.6666666666666666,0,3
9247,0.6666666666666666,0,3
9248,0.6666666666666666,0,3
9273,0.6666666666666666,0,3
9273,0.6666666666666666,0,3
9274,0.3333333333333333,0,3
9381,0.3333333333333333,0,3
9381,0.6666666666666666,0,3
9381,0.6666666666666666,0,3
9382,0.6666666666666666,0,3
9382,0.6666666666666666,0,3
9382,0.6666666666666666,0,3
9382,0.6666666666666666,0,3
9383,0.6666666666666666,0,3
9383,0.6666666666666666,0,3
9383,0.6666666666666666,0,3
9383,0.6666666666666666,0,3
9383,0.6666666666666666,0,3
9384,0.6666666666666666,0,3
9384,0.3333333333333333,0,3
9384,0.3333333333333333,0,3
9385,0.3333333333333333,0,3
9386,0.3333333333333333,0,3
9387,0.3333333333333333,0,3
9388,0.3333333333333333,0,3
9440,0.3333333333333333,0,3
9563,0.3333333333333333,0,3
9564,0.3333333333333333,0,3
9565,0.3333333333333333,0,3
9567,0.3333333333333333,0,3
9600,0.3333333333333333,0,3
9601,0.3333333333333333,0,3
9602,0.6666666666666666,0,3
9602,0.6666666666666666,0,3
9602,0.6666666666666666,0,3
9603,1.0,0,3
9603,1.0,0,3
9603,1.0,0,3
9603,1.0,0,3
9603,1.0,0,3
9604,1.0,0,3
9604,1.0,0,3
9604,1.0,0,3
9604,1.0,0,3
9604,1.0,0,3
9605,1.0,0,3
9605,1.0,0,3
9630,1.0,0,3
9759,1.0,0,3
9760,1.0,0,3
9761,1.0,0,3
9796,0.6666666666666666,0,3
9797,1.0,0,3
9798,1.0,0,3
9798,1.0,0,3
9798,1.0,0,3
9799,1.0,0,3
9799,0.6666666666666666,0,3
9800,0.6666666666666666,0,3
9987,0.6666666666666666,0,3
9987,0.6666666666666666,0,3
9988,0.6666666666666666,0,3
9988,0.6666666666666666,0,3
9989,0.6666666666666666,0,3
9989,0.6666666666666666,0,3
9989,0.6666666666666666,0,3
9990,0.3333333333333333,0,3
10208,0.3333333333333333,0,3
10208,0.6666666666666666,0,3
10208,0.6666666666666666,0,3
10209,0.6666666666666666,0,3
10209,0.3333333333333333,0,3
10209,0.3333333333333333,0,3
10210,0.3333333333333333,0,3
10210,0.3333333333333333,0,3
10211,0.3333333333333333,0,3
10211,0.3333333333333333,0,3
10271,0.3333333333333333,0,3
10394,0.3333333333333333,0,3
10395,0.3333333333333333,0,3
10396,0.3333333333333333,0,3
10431,0.0,0,3
10432,0.3333333333333333,0,3
10433,0.6666666666666666,0,3
10433,0.6666666666666666,0,3
10433,0.6666666666666666,0,3
10434,0.6666666666666666,0,3
10434,0.6666666666666666,0,3
10434,0.3333333333333333,0,3
10435,0.3333333333333333,0,3
10435,0.3333333333333333,0,3
10904,0.3333333333333333,0,3
10904,0.3333333333333333,0,3
10905,0.0,0,3
